Version,Segment,Sysytem Source ,Source Object Name (Curated),Source Field Name,Source Field Data Type,Transformation Rule,Target System Name ,Target Object Name ,Target Field Name,Target Field Data Type,Target Field Description,Default Value in Target,Mandatory,Comment
v1.1,PARTY,ACTURIS-SDW,mo_sdw_contact_people,mo_cntct_ppl_contact_person_type, ,Direct Mapping, ,dim_party,party_role,varchar(16383),"Role of the policyholder appointee, managing dealer, etc.", , ,
v1.2,PARTY,ACTURIS-SDW,mo_sdw_contact_reprt_answer,answer_text, ,"1. join client table  with contact_reprt_fields_up crf on client_key, contact_reprt_fields_up crf  with contact_reprt_question on contact_reprt_question_key  and contact_reprt_question with contact_reprt_answer table on contact_reprt_question_key 2. Populate when question_text column from contact_reprt_question table is 'Special Term'.",,dim_party,special_terms_type,varchar(16383),Unique conditions or provisions for a policyholder that differ from standard terms that further specify exceptions or additional details.,,,
v1.2,PARTY,ACTURIS-SDW,mo_sdw_contact_reprt_answer,answer_text, ,"1. join client table  with contact_reprt_fields_up crf on client_key, contact_reprt_fields_up crf  with contact_reprt_question on contact_reprt_question_key  and contact_reprt_question with contact_reprt_answer table on contact_reprt_question_key 2. Populate when question_text column from contact_reprt_question table is 'Special Term 2'.",,dim_party,special_terms_2_type,varchar(16383),It is a secondary category or classification of unique conditions or provisions,,,
v1.2,PARTY,ACTURIS-SDW,mo_sdw_contact_reprt_answer,answer_text, ,"1. join client table  with contact_reprt_fields_up crf on client_key, contact_reprt_fields_up crf  with contact_reprt_question on contact_reprt_question_key  and contact_reprt_question with contact_reprt_answer table on contact_reprt_question_key 2. Populate when question_text column from contact_reprt_question table is 'Special Terms Policy Excess'.",,dim_party,special_terms_driver_excess,varchar(16383),It is an additional amount applied to claims involving specific drivers in an insurance policy.,,,
v1.2,PARTY,ACTURIS-SDW,mo_sdw_contact_reprt_answer,answer_text, ,"1. join client table  with contact_reprt_fields_up crf on client_key, contact_reprt_fields_up crf  with contact_reprt_question on contact_reprt_question_key  and contact_reprt_question with contact_reprt_answer table on contact_reprt_question_key 2. Populate when question_text column from contact_reprt_question table is 'Original Special Term'.",,dim_party,special_terms_original_type,varchar(16383),It specifies the original category of unique conditions or provisions in a policy.,,,
v1.2,PARTY,ACTURIS-SDW,mo_sdw_contact_reprt_answer,answer_text, ,"1. join client table  with contact_reprt_fields_up crf on client_key, contact_reprt_fields_up crf  with contact_reprt_question on contact_reprt_question_key  and contact_reprt_question with contact_reprt_answer table on contact_reprt_question_key 2. Populate when question_text column from contact_reprt_question table is 'Original Special Term Excess'.",,dim_party,special_terms_original_excess,varchar(16383),It refers to the initial amountapplied to specific conditions within an insurance policy typically before any adjustments or modifications are made.,,,
v1.2,PARTY,ACTURIS-SDW,mo_sdw_contact_reprt_answer,answer_text,,"1. join client table  with contact_reprt_fields_up crf on client_key, contact_reprt_fields_up crf  with contact_reprt_question on contact_reprt_question_key  and contact_reprt_question with contact_reprt_answer table on contact_reprt_question_key 2. Populate when question_text column from contact_reprt_question table is 'Special Terms Policy Excess'.",,dim_party,special_terms_policy_excess,varchar(16383),It is an additional amount applied to particular conditions or coverages in a policy.,,,
v1.3,PARTY,ACTURIS-SDW,,,,"Derived column taking partition on src_client_key and party_role and ordering by cp_source_updated_time desc , created_date desc, source_updated_time desc.",,dim_party,party_role_number,bigint,Derived column to determine row number.,,,
v1.3,PARTY,ACTURIS-SDW,mo_sdw_Client,mo_clnt_business_description,,Direct Mapping,,dim_party,business_description,varchar(16383),,,,
v1.6,PARTY,ACTURIS-SDW,mo_sdw_contact_reprt_answer,answer_text, ,"1. join client table  with contact_reprt_fields_up crf on client_key, contact_reprt_fields_up crf  with contact_reprt_question on contact_reprt_question_key  and contact_reprt_question with contact_reprt_answer table on contact_reprt_question_key 2. Populate when question_text column from contact_reprt_question table is 'Customer Deceased'.",,dim_party,customer_deceased,,,,,
v1.6,PARTY,ACTURIS-SDW,mo_sdw_contact_reprt_answer,answer_text, ,"1. join client table  with contact_reprt_fields_up crf on client_key, contact_reprt_fields_up crf  with contact_reprt_question on contact_reprt_question_key  and contact_reprt_question with contact_reprt_answer table on contact_reprt_question_key 2. Populate when question_text column from contact_reprt_question table is ''Appointee Deceased''.",,dim_party,appointee_deceased,,,,,
v1.6,PARTY,ACTURIS-SDW,mo_sdw_contact_reprt_answer,answer_text, ,"1. join client table  with contact_reprt_fields_up crf on client_key, contact_reprt_fields_up crf  with contact_reprt_question on contact_reprt_question_key  and contact_reprt_question with contact_reprt_answer table on contact_reprt_question_key 2. Populate when question_text column from contact_reprt_question table is 'Gone Away'.",,dim_party,gone_away,,,,,
v1.6,PARTY,ACTURIS-SDW,mo_sdw_contact_reprt_answer,answer_text, ,"1. join client table  with contact_reprt_fields_up crf on client_key, contact_reprt_fields_up crf  with contact_reprt_question on contact_reprt_question_key  and contact_reprt_question with contact_reprt_answer table on contact_reprt_question_key 2. Populate when question_text column from contact_reprt_question table is 'Customer Experience Polling Reference'.",,dim_party,polling_preference,,,,,
v1.6,PARTY,ACTURIS-SDW,mo_sdw_contact_reprt_answer,answer_text, ,"1. join client table  with contact_reprt_fields_up crf on client_key, contact_reprt_fields_up crf  with contact_reprt_question on contact_reprt_question_key  and contact_reprt_question with contact_reprt_answer table on contact_reprt_question_key 2. Populate when question_text column from contact_reprt_question table is 'Document Requirements'.",,dim_party,document_requirements,,,,,
Version,Segment,Sysytem Source ,Source Object Name (Curated),Source Field Name,Source Field Data Type,Transformation Rule,Target System Name ,Target Object Name ,Target Field Name,Target Field Data Type,Target Field Description,Default Value in Target,Mandatory,Comment
v1.1,DRIVER,ACTURIS-SDW,mo_sdw_part_answer_bridge,mo_prt_ans_brd_answer_text,,driver_first_name+driver_surname+driving_licence_number+driver_date_of_birth+test_passed,,dim_conviction,conviction_key,varchar(300),"Primary Key for dim_conviction, this column contains unique autogenerated values.",,,
v1.2,DRIVER,ACTURIS-SDW,mo_sdw_part,mo_prt_original_policy_part_key,,Direct mapping,,dim_conviction,conviction_instance_id,varchar(100),Derived Column to find the instance against the conviction.,,,
v1.2,,,,,,,,dim_conviction,deleted_flag,varchar(3),Derived Column,,,
v1.2,DRIVER,ACTURIS-SDW,,,,driver_first_name+driver_surname+driving_licence_number+driver_date_of_birth+test_passed,,dim_conviction,business_key,varchar(32798),Technical column which has source business keys and it is unique for all the records.,,,
v1.1,DRIVER,ACTURIS-SDW,mo_sdw_product_question_answer,mo_prd_ques_ans_description,,"1.Join part table with  policy table on policy_key, part_answer_bridge table on part_key and product_question table on product_question_key 2. Populate when question_text column from product_question table is  'Did the driver receive a ban'.",,dim_conviction,banned_flag,varchar(16383),If driver is banned from driving because of the convictions. ,,,
v1.1,DRIVER,ACTURIS-SDW,mo_sdw_part_answer_bridge,mo_prt_ans_brd_answer_text,,"1.Join part table with  policy table on policy_key, part_answer_bridge table on part_key and product_question table on product_question_key 2. Populate when question_text column from product_question table is  'Conviction date'.",,dim_conviction,conviction_date,date,Date on which the conviction happened agaisnt the driver.,,,
v1.1,DRIVER,ACTURIS-SDW,mo_sdw_product_question_answer,mo_prd_ques_ans_description,,"1.Join part table with  policy table on policy_key, part_answer_bridge table on part_key and product_question table on product_question_key 2. Populate when question_text column from product_question table is  'Conviction code'. But split the description and consider code only.",,dim_conviction,conviction_code,varchar(16383),Conviction code from Acturis is used to determine legal actions on the driver (if any).,,Yes,
v1.1,DRIVER,ACTURIS-SDW,mo_sdw_product_question_answer,mo_prd_ques_ans_description,,"1.Join part table with  policy table on policy_key, part_answer_bridge table on part_key and product_question table on product_question_key 2. Populate when question_text column from product_question table is  'Conviction code'. But split the description and consider details only.",,dim_conviction,conviction_description,varchar(16383),Conviction description from Acturis is used to define conviction on the driver (if any).,,,
v1.1,DRIVER,ACTURIS-SDW,mo_sdw_part_answer_bridge,mo_prt_ans_brd_answer_text,,"1.Join part table with  policy table on policy_key, part_answer_bridge table on part_key and product_question table on product_question_key 2. Populate when question_text column from product_question table is  'Penalty points received'.",,dim_conviction,penalty_points_received,varchar(30),Penalty paid by driver against the conviction.,,,
v1.1,DRIVER,ACTURIS-SDW,mo_sdw_product_question_answer,mo_prd_ques_ans_description,,"1.Join part table with  policy table on policy_key, part_answer_bridge table on part_key and product_question table on product_question_key 2. Populate when question_text column from product_question table is  'Ban in weeks or months'.",,dim_conviction,ban_in_weeks,varchar(16383),Weeks for which the driver is banned.,,,
v1.1,DRIVER,ACTURIS-SDW,mo_sdw_part_answer_bridge,mo_prt_ans_brd_answer_text,,"1.Join part table with  policy table on policy_key, part_answer_bridge table on part_key and product_question table on product_question_key 2. Populate when question_text column from product_question table is  'Length of ban'.",,dim_conviction,length_of_ban,varchar(16383),Duration for which the driver is banned.,,,
v1.2,,,,,,,,dim_conviction,rnk,bigint,Derived column to determine rank. This column is created for reporting purpose.,,,whether descrition is right or not?
Version,Segment,Sysytem Source ,Source Object Name (Curated),Source Field Name,Source Field Data Type,Transformation Rule,Target System Name ,Target Object Name ,Target Field Name,Target Field Data Type,Target Field Description,Default Value in Target,Mandatory,Comment
v1.1,DRIVER,ACTURIS-SDW,mo_sdw_part_answer_bridge,mo_prt_ans_brd_answer_text,,Restriction code + Restriction_description,,dim_restriction,restriction_key,varchar(300),"Primary Key for dim_restriction, this column contains unique autogenerated values.",,,
v1.2,DRIVER,ACTURIS-SDW,,,,Restriction code + Restriction_description,,dim_restriction,business_key,varchar(65535),Technical column which has source business keys and it is unique for all the records.,,,
v1.2,,,mo_sdw_part_answer_bridge,mo_prt_ans_brd_answer_text,,"mo_plc_policy_status_description not in ('Live','Voided') or max of restriction_code is null then 1 else 0. ",,dim_restriction,deleted_flag,integer,To identify live and voided policy which does not have restriction code.,,,whether descrition is right or not?
v1.1,DRIVER,ACTURIS-SDW,mo_sdw_part_answer_bridge,mo_prt_ans_brd_answer_text,,"1.Join part table with  policy table on policy_key, part_answer_bridge table on part_key and product_question table on product_question_key 2. Populate when question_text column from product_question table is  'Restriction code'. But split the description and consider code only.",,dim_restriction,restriction_code,varchar(65535),Restriction code from Acturis is used to determine restriction on the driver (if any).,,,
v1.1,DRIVER,ACTURIS-SDW,mo_sdw_part_answer_bridge,mo_prt_ans_brd_answer_text,,"1.Join part table with  policy table on policy_key, part_answer_bridge table on part_key and product_question table on product_question_key 2. Populate when question_text column from product_question table is  'Restriction code'. But split the description and consider details only.",,dim_restriction,restriction_description,varchar(65535),Restriction description from Acturis is used to define restriction on the driver (if any).,,,
Version,Segment,Sysytem Source ,Source Object Name (Curated),Source Field Name,Source Field Data Type,Transformation Rule,Target System Name ,Target Object Name ,Target Field Name,Target Field Data Type,Target Field Description,Default Value in Target,Mandatory,Comment
v1.3,,,,,,,,fact_insured_risk,policy_hist_id,bigint,These are policy ids which are not the latest on the policy number.,,,
v1.1,,ACTURIS-SDW,mo_sdw_policy,insured_policy_number,,lookup to policy_dim and get the policy_id based on insured_policy_number,,fact_insured_risk,policy_id,bigint,This key is used to link the dim_policy to the fact_insured_risk in order to get policy level details against the transactions.,,, 
v1.1,,ACTURIS-SDW,mo_sdw_policy,mo_plc_business_event_description,,look up to dim_policy_life_cycle_status and get the policy_life_cycle_id based on policy_life_cycle_status,,fact_insured_risk,lifecycle_status_id,bigint,This key is used to link the dim_lifecycle_status  to the fact_insured_risk in order to get status description against the transactions.,,, 
v1.1,,ACTURIS-SDW,mo_sdw_policy,mo_plc_policy_status_description,,look up to dim_transactional_status and get the transactional_status_id based on transactional_status,,fact_insured_risk,transaction_status_id,bigint,This key is used to link the dim_transaction_status  to the fact_insured_risk in order to get status description against the transactions.,,, 
v1.1,,ACTURIS-SDW,"mo_sdw_policy, mo_sdw_mta_reason, mo_sdw_temporary_mta_reason","mo_mta_rsn_description, mo_temp_mta_rsn_description",,"1. Join mo_sdw_policy with  mo_sdw_mta_reason and  mo_sdw_temporary_mta_reason on mo_plc_mta_reason_key and mo_plc_temporary_mta_reason_key respectively and retrive mo_mta_rsn_description/mo_temp_mta_rsn_description. 2. Populate amendment_reason_id based on the retrived description from dim_amendment_reason table.
",,fact_insured_risk,tmta_reason_id,bigint,This key is used to link the dim_amendment_reason  to the fact_insured_risk in order to get temporary mid term adjustment reason against the transactions.,,,
v1.1,,ACTURIS-SDW,"mo_sdw_policy, mo_sdw_mta_reason, mo_sdw_temporary_mta_reason","mo_mta_rsn_description, mo_temp_mta_rsn_description",,"1. Join mo_sdw_policy with  mo_sdw_mta_reason and  mo_sdw_temporary_mta_reason on mo_plc_mta_reason_key and mo_plc_temporary_mta_reason_key respectively and retrive mo_mta_rsn_description/mo_temp_mta_rsn_description. 2. Populate amendment_reason_id based on the retrived description from dim_amendment_reason table.
",,fact_insured_risk,mta_reason_id,bigint,This key is used to link the dim_amendment_reason  to the fact_insured_risk in order to get mid term adjustment reason against the transactions.,,,
v1.1,,ACTURIS-SDW,dim_channel,originating_channel,,1. Populate channel_id based on the retrived description from dim_channel table on policy number and version ref,,fact_insured_risk,channel_id,bigint,This key is used to link the dim_channel  to the fact_insured_risk in order to get channel how policy received against the transactions.,,,
v1.1,,ACTURIS-SDW,dim_party,src_client_key,,where party_role is  policyholder.,,fact_insured_risk,policy_holder_id,bigint,This key is used to link the dim_party  to the fact_insured_risk in order to get policyholder details against the transactions.,,, 
v1.3,,ACTURIS-SDW,dim_party,src_client_key,,where party_role is appointee.,,fact_insured_risk,policy_appointee_id,bigint,This key is used to link the dim_party  to the fact_insured_risk in order to get appointee details against the transactions.,,,
v1.1,,ACTURIS-SDW,"part_answer_bridge, product_question","mo_prt_ans_brd_answer_text,  question_text",,lookup to dim_vehicle and populate vehicle_id based on combination of answer_text  from part_answer_bridge when question_text = 'Registration number' from product_question_table.,,fact_insured_risk,vehicle_id,bigint,This key is used to link the dim_vehicle  to the fact_insured_risk in order to get all vehicle details against the transactions.,,, 
v1.1,,ACTURIS-SDW,"part_answer_bridge, product_question","mo_prt_ans_brd_answer_text,  question_text",,lookup to dim_vehicle and populate vehicle_id based on combination of answer_text  from part_answer_bridge when question_text = 'Registration number' from product_question_table.,,fact_insured_risk,temp_vehicle_id,bigint,This key is used to link the dim_vehicle  to the fact_insured_risk in order to get all temprory vehicle details against the transactions.,,, 
v1.1,,ACTURIS-SDW,mo_sdw_policy,"insured_policy_number, mo_plc_creation_date_key",,Combination of policy number and transaction date.,,fact_insured_risk,insured_driver_group_id,bigint,This key is used to link the dim_driver_group  to the fact_insured_risk in order to get driver details for a policy against the transactions.,,, 
v1.1,,ACTURIS-SDW,"mo_sdw_address, mo_sdw_address_pii","mo_adrs_pii_address_line_1, mo_adrs_pii_address_line_2, mo_adrs_pii_address_line_3, mo_adrs_city",,lookup to dim_address and populate address_id for a policy_holder based on the client_id,,fact_insured_risk,policy_holder_address_id,bigint,This key is used to link the dim_address  to the fact_insured_risk in order to get address against the transactions.,,, 
v1.1,,ACTURIS-SDW,mo_sdw_policy,mo_acc_by_usr_logonid,,logonid from policy to join with ewfmid in dim_user_hierarchy table,,fact_insured_risk,user_hierarchy_id,bigint,These are the users who accepted the policy.,,,
v1.3,,,mo_sdw_policy,mo_plc_version_ref,,Direct Mapping,,fact_insured_risk,src_policy_version_key,numeric(10),Detail of policy went under versions during updates.,,,
v1.1,,ACTURIS-SDW,mo_sdw_policy,mo_plc_effective_date_key,,Direct Mapping,,fact_insured_risk,start_date_key,bigint,Start date id of an event or an action happened on a policy.,,, 
v1.1,,ACTURIS-SDW,mo_sdw_policy,mo_plc_term_end_date_key,,Direct Mapping,,fact_insured_risk,end_date_key,bigint,This is policy end date id.,,, 
v1.1,,ACTURIS-SDW,mo_sdw_policy,mo_plc_accepted_date_key,,Direct Mapping,,fact_insured_risk,accepted_date_key,bigint,Date id on which the action got accepted on a policy.,,,
v1.1,,ACTURIS-SDW,mo_sdw_policy,mo_plc_expiry_date_key,,Direct Mapping,,fact_insured_risk,expiry_date_key,bigint,Date id on which the policy gets expired.,,,
v1.1,,ACTURIS-SDW,mo_sdw_policy,mo_plc_voided_date_key,,Direct Mapping,,fact_insured_risk,voided_date_key,bigint,Date id on which the policy gets voided.,,,
v1.3,,ACTURIS-SDW,mo_sdw_policy,mo_plc_creation_date_key,,It is the transaction date id of each and every update happens on a policy.,,fact_insured_risk,transaction_date_key,bigint,It is the action happened on policy date id.,,,
v1.1,,ACTURIS-SDW,mo_sdw_policy,mo_plc_creation_date_key,,It is the transaction date of each and every update happens on a policy.,,fact_insured_risk,transaction_date,timestamp,It is the action happened on policy date.,,,
v1.3,,ACTURIS-SDW,mo_sdw_policy,source_updated_time,c,For each policy id it is updated.,,fact_insured_risk,soure_updated_date,timestamp,When policy gets updated in source.,,,
v1.1,,ACTURIS-SDW,brdg_driver_group,temp_driver_flag,,Join fact_insured_risk table to brdgd_driver_group table through dim_driver_group where active_flag is Yes and  temp_driver_flag is Yes.,,fact_insured_risk,no_of_temporary_driver,bigint,Number of temporary drivers for policy are derived from brdg_driver_group table.,,,
v1.1,,ACTURIS-SDW,brdg_driver_group,active_flag,,Join fact_insured_risk table to brdgd_driver_group table through dim_driver_group where active_flag is Yes and temp_driver_flag  is No and permitted_driver_flag is Yes.,,fact_insured_risk,no_of_active_driver,bigint,Number of active drivers for policy are derived from brdg_driver_group table.,,,
v1.1,,ACTURIS-SDW,brdg_driver_group,active_flag,,Join fact_insured_risk table to brdg_driver_group table through dim_driver_group where active_flag is Yes and permitted_driver_flag is No.,,fact_insured_risk,no_of_inactive_driver,bigint,Number of inactive drivers for policy are derived from brdg_driver_group table.,,,
v1.1,,ACTURIS-SDW,mo_sdw_policy,mo_plc_exclude_from_autorenewal_key,,when mo_plc_exclude_from_autorenewal_key  is 1 then 0and  po.mo_plc_exclude_from_autorenewal_key is 2 then 1 ,,fact_insured_risk,auto_renewal,int,Whether policy is getting auto renewed or not.,,,
v1.1,,ACTURIS-SDW,mo_sdw_rating_notes,mo_rtng_note_full_description,,referral codes starting with R0 are extracted from the description.,,fact_insured_risk,override_code,varchar(65535),Rating notes in insurance policies provide explanations on how premiums are calculated based on the risk assessment of the insured.,,,
v1.7,,ACTURIS-SDW,mo_sdw_accepted_by_user,mo_acc_by_usr_logonid,,Direct mapping,,fact_insured_risk,src_login_id,,,,,
v1.7,,ACTURIS-SDW,mo_sdw_accepted_by_user,mo_acc_by_usr_user_name,,Direct mapping,,fact_insured_risk,src_user_name,,,,,
v1.7,,ACTURIS-SDW,,,,if user log in is not null and not N/A then channel is Agent,,fact_insured_risk,completion_channel,,,,,
v1.8,,ACTURIS-SDW,mo_sdw_product_question_answer,mo_prd_ques_ans_description,,"1. Join part table with  policy table on policy_key, part_answer_bridge table on part_key and product_question table on product_question_key 2. Populate when question_text column from product_question table is 'Is the customer on Telematics?'.",,fact_insured_risk,is_customer_on_telematics_flag,varchar(3),,,,
v1.8,,ACTURIS-SDW,mo_sdw_product_question_answer,mo_prd_ques_ans_description,,"1. Join part table with  policy table on policy_key, part_answer_bridge table on part_key and product_question table on product_question_key 2. Populate when question_text column from product_question table is 'Telematics device type'.",,fact_insured_risk,telematics_device_type,varchar(16383),,,,
v1.8,,ACTURIS-SDW,mo_sdw_product_question_answer,mo_prd_ques_ans_description,,"1. Join part table with  policy table on policy_key, part_answer_bridge table on part_key and product_question table on product_question_key 2. Populate when question_text column from product_question table is 'Exempt from IPT?'.",,fact_insured_risk,exempt_from_ipt,,,,,
Version,Segment,Sysytem Source ,Source Object Name (Curated),Source Field Name,Source Field Data Type,Transformation Rule,Target System Name ,Target Object Name ,Target Field Name,Target Field Data Type,Target Field Description,Default Value in Target,Mandatory,Comment
v1.3,POLICY,ACTURIS-SDW,,,,,,fact_insured_risk_snapshot,mta_policy_hist_id,bigint,These are policy ids which are not the latest on the policy number.,,,
v1.3,,,,,,,,fact_insured_risk_snapshot,tmta_policy_hist_id,bigint,,,,
v1.1,POLICY,ACTURIS-SDW,mo_sdw_policy,insured_policy_number,,lookup to policy_dim and get the policy_id based on insured_policy_number,,fact_insured_risk_snapshot,policy_id,bigint,This key is used to link the dim_policy to the fact_insured_risk in order to get policy level details against the transactions.,,, 
v1.1,POLICY,ACTURIS-SDW,mo_sdw_policy,mo_plc_business_event_description,,look up to dim_policy_life_cycle_status and get the policy_life_cycle_id based on policy_life_cycle_status,,fact_insured_risk_snapshot,lifecycle_status_id,bigint,This key is used to link the dim_lifecycle_status  to the fact_insured_risk in order to get status description against the transactions.,,, 
v1.1,POLICY,ACTURIS-SDW,mo_sdw_policy,mo_plc_policy_status_description,,look up to dim_transactional_status and get the transactional_status_id based on transactional_status,,fact_insured_risk_snapshot,transaction_status_id,bigint,This key is used to link the dim_transaction_status  to the fact_insured_risk in order to get status description against the transactions.,,, 
v1.1,POLICY,ACTURIS-SDW,"mo_sdw_policy, mo_sdw_mta_reason, mo_sdw_temporary_mta_reason","mo_mta_rsn_description, mo_temp_mta_rsn_description",,"1. Join mo_sdw_policy with  mo_sdw_mta_reason and  mo_sdw_temporary_mta_reason on mo_plc_mta_reason_key and mo_plc_temporary_mta_reason_key respectively and retrive mo_mta_rsn_description/mo_temp_mta_rsn_description. 2. Populate amendment_reason_id based on the retrived description from dim_amendment_reason table.
",,fact_insured_risk_snapshot,tmta_reason_id,bigint,This key is used to link the dim_amendment_reason  to the fact_insured_risk in order to get temporary mid term adjustment reason against the transactions.,,,
v1.1,POLICY,ACTURIS-SDW,"mo_sdw_policy, mo_sdw_mta_reason, mo_sdw_temporary_mta_reason","mo_mta_rsn_description, mo_temp_mta_rsn_description",,"1. Join mo_sdw_policy with  mo_sdw_mta_reason and  mo_sdw_temporary_mta_reason on mo_plc_mta_reason_key and mo_plc_temporary_mta_reason_key respectively and retrive mo_mta_rsn_description/mo_temp_mta_rsn_description. 2. Populate amendment_reason_id based on the retrived description from dim_amendment_reason table.
",,fact_insured_risk_snapshot,mta_reason_id,bigint,This key is used to link the dim_amendment_reason  to the fact_insured_risk in order to get mid term adjustment reason against the transactions.,,,
v1.3,,,,,,,,fact_insured_risk_snapshot,mta_channel_id,bigint,,,,
v1.1,POLICY,ACTURIS-SDW,dim_channel,originating_channel,,1. Populate channel_id based on the retrived description from dim_channel table on policy number and version ref,,fact_insured_risk_snapshot,tmta_channel_id,bigint,This key is used to link the dim_channel  to the fact_insured_risk in order to get the temporary channel how policy received against the transactions.,,,
v1.1,POLICY,ACTURIS-SDW,dim_party,src_client_key,,where party_role is  policyholder.,,fact_insured_risk_snapshot,policy_holder_id,bigint,This key is used to link the dim_party  to the fact_insured_risk in order to get policyholder details against the transactions.,,, 
v1.3,POLICY,ACTURIS-SDW,dim_party,src_client_key,,where party_role is appointee.,,fact_insured_risk_snapshot,policy_appointee_id,bigint,This key is used to link the dim_party  to the fact_insured_risk in order to get appointee details against the transactions.,,,
v1.1,POLICY,ACTURIS-SDW,"part_answer_bridge, product_question","mo_prt_ans_brd_answer_text,  question_text",,lookup to dim_vehicle and populate vehicle_id based on combination of answer_text  from part_answer_bridge when question_text = 'Registration number' from product_question_table.,,fact_insured_risk_snapshot,vehicle_id,bigint,This key is used to link the dim_vehicle  to the fact_insured_risk in order to get all vehicle details against the transactions.,,, 
v1.1,POLICY,ACTURIS-SDW,"part_answer_bridge, product_question","mo_prt_ans_brd_answer_text,  question_text",,lookup to dim_vehicle and populate vehicle_id based on combination of answer_text  from part_answer_bridge when question_text = 'Registration number' from product_question_table.,,fact_insured_risk_snapshot,temp_vehicle_id,bigint,This key is used to link the dim_vehicle  to the fact_insured_risk in order to get all temprory vehicle details against the transactions.,,, 
v1.1,POLICY,ACTURIS-SDW,mo_sdw_policy,"insured_policy_number, mo_plc_creation_date_key",,Combination of policy number and transaction date.,,fact_insured_risk_snapshot,insured_driver_group_id,bigint,This key is used to link the dim_driver_group  to the fact_insured_risk in order to get driver details for a policy against the transactions.,,, 
v1.1,POLICY,ACTURIS-SDW,"mo_sdw_address, mo_sdw_address_pii","mo_adrs_pii_address_line_1, mo_adrs_pii_address_line_2, mo_adrs_pii_address_line_3, mo_adrs_city",,lookup to dim_address and populate address_id for a policy_holder based on the client_id,,fact_insured_risk_snapshot,policy_holder_address_id,bigint,This key is used to link the dim_address  to the fact_insured_risk in order to get address against the transactions.,,, 
v1.1,POLICY,ACTURIS-SDW,mo_sdw_policy,mo_acc_by_usr_logonid,,logonid from policy to join with ewfmid in dim_user_hierarchy table,,fact_insured_risk_snapshot,user_hierarchy_id,bigint,This key is used to link the dim_user_hierarchy  to the fact_insured_risk in order to get user hierarchy level details against the transactions.,,,
v1.3,POLICY,ACTURIS-SDW,mo_sdw_policy,mo_plc_version_ref,,Direct Mapping,,fact_insured_risk_snapshot,src_policy_version_key,numeric(10),Detail of policy went under versions during updates.,,,
v1.3,POLICY,ACTURIS-SDW,mo_sdw_policy,mo_plc_version_ref,,,,fact_insured_risk_snapshot,live_src_policy_version_key,numeric(10),Detail of policy went under live versions only during updates.,,,
v1.1,POLICY,ACTURIS-SDW,mo_sdw_policy,mo_plc_effective_date_key,,Direct Mapping,,fact_insured_risk_snapshot,start_date_key,bigint,Start date id of an event or an action happened on a policy.,,, 
v1.1,POLICY,ACTURIS-SDW,mo_sdw_policy,mo_plc_term_end_date_key,,Direct Mapping,,fact_insured_risk_snapshot,end_date_key,bigint,This is policy end date id.,,, 
v1.1,POLICY,ACTURIS-SDW,mo_sdw_policy,mo_plc_accepted_date_key,,Direct Mapping,,fact_insured_risk_snapshot,accepted_date_key,bigint,Date id on which the action got accepted on a policy.,,,
v1.1,POLICY,ACTURIS-SDW,mo_sdw_policy,mo_plc_expiry_date_key,,Direct Mapping,,fact_insured_risk_snapshot,expiry_date_key,bigint,Date id on which the policy gets expired.,,,
v1.1,POLICY,ACTURIS-SDW,mo_sdw_policy,mo_plc_voided_date_key,,Direct Mapping,,fact_insured_risk_snapshot,voided_date_key,bigint,Date id on which the policy gets voided.,,,
v1.3,POLICY,ACTURIS-SDW,mo_sdw_policy,mo_plc_effective_date_key,,Direct Mapping,,fact_insured_risk_snapshot,temp_start_date_key,bigint,,,,
v1.3,POLICY,ACTURIS-SDW,mo_sdw_policy,mo_plc_term_end_date_key,,Direct Mapping,,fact_insured_risk_snapshot,temp_end_date_key,bigint,,,,
v1.3,POLICY,ACTURIS-SDW,mo_sdw_policy,mo_plc_creation_date_key,,It is the transaction date id of each and every update happens on a policy.,,fact_insured_risk_snapshot,transaction_date_key,bigint,It is the action happened on policy date id.,,,
v1.1,POLICY,ACTURIS-SDW,mo_sdw_policy,mo_plc_creation_date_key,,It is the transaction date of each and every update happens on a policy.,,fact_insured_risk_snapshot,transaction_date,timestamp,It is the action happened on policy date.,,,
v1.3,POLICY,ACTURIS-SDW,mo_sdw_policy,source_updated_time,,For each policy id it is updated.,,fact_insured_risk_snapshot,soure_updated_date,timestamp,When policy gets updated in source.,,,
v1.1,POLICY,ACTURIS-SDW,brdg_driver_group,temp_driver_flag,,Join fact_insured_risk table to brdgd_driver_group table through dim_driver_group where active_flag is Yes and  temp_driver_flag is Yes.,,fact_insured_risk_snapshot,no_of_temporary_driver,bigint,Number of temporary drivers for policy are derived from brdg_driver_group table.,,,
v1.1,POLICY,ACTURIS-SDW,brdg_driver_group,active_flag,,Join fact_insured_risk table to brdgd_driver_group table through dim_driver_group where active_flag is Yes and temp_driver_flag  is No and permitted_driver_flag is Yes.,,fact_insured_risk_snapshot,no_of_active_driver,bigint,Number of active drivers for policy are derived from brdg_driver_group table.,,,
v1.1,POLICY,ACTURIS-SDW,brdg_driver_group,active_flag,,Join fact_insured_risk table to brdg_driver_group table through dim_driver_group where active_flag is Yes and permitted_driver_flag is No.,,fact_insured_risk_snapshot,no_of_inactive_driver,bigint,Number of inactive drivers for policy are derived from brdg_driver_group table.,,,
