Version,Segment,Sysytem Source ,Source Object Name (Curated),Source Field Name,Source Field Data Type,Transformation Rule,Target System Name ,Target Object Name ,Target Field Name,Target Field Data Type,Target Field Description,Default Value in Target,Mandatory,Comment
v1.1,DRIVER,ACTURIS-SDW,mo_sdw_part_answer_bridge,mo_prt_ans_brd_answer_text,,"1.Join part table with  policy table on policy_key, part_answer_bridge table on part_key and product_question table on product_question_key 2. Populate when question_text column from product_question table is 'Driving licence number '.",LSM,dim_driver,driving_licence_number,varchar,It is the unique alphanumeric code issued by a government authority to legally operate a motor vehicle.,,Yes,
v1.1,DRIVER,ACTURIS-SDW,mo_sdw_product_question_answer,mo_prd_ques_ans_description,,"1.Join part table with  policy table on policy_key, part_answer_bridge table on part_key,left join product_question_answer table on answer_keyand product_question table on product_question_key 2. Populate details from description column of product_question_answer table  when question_text column from product_question table is 'Driving licence origin'.",LSM,dim_driver,driving_licence_origin,varchar,It refers to the country or jurisdiction where a driver's licence was issued by the relevant governmental authority.,,,
v1.1,DRIVER,ACTURIS-SDW,mo_sdw_product_question_answer,mo_prd_ques_ans_description,,"1.Join part table with  policy table on policy_key, part_answer_bridge table on part_key,left join product_question_answer table on answer_keyand product_question table on product_question_key 2. Populate details from description column of product_question_answer table  when question_text column from product_question table is 'Driving licence type'.",LSM,dim_driver,driving_licence_type,varchar,It specifies the category of vehicles a driver is authorized to operate based on their licence.,,,
Version,Segment,Sysytem Source ,Source Object Name (Curated),Source Field Name,Source Field Data Type,Transformation Rule,Target System Name ,Target Object Name ,Target Field Name,Target Field Data Type,Target Field Description,Default Value in Target,Mandatory,Comment
v1.2,DRIVER,ACTURIS-SDW,,,,,LSM,dim_driver_group,driver_group_id,bigint,"Primary Key for dim_driver_group, this column contains unique autogenerated values.",,,
v1.2,DRIVER,ACTURIS-SDW,mo_sdw_policy,"insurer_policy_no, mo_plc_creation_date_key",,Contact policy number and transaction date,LSM,dim_driver_group,insured_driver_group_id,bigint,Derived column to build relationship between policy and driver.,,,
Version,Segment,Sysytem Source ,Source Object Name (Curated),Source Field Name,Source Field Data Type,Transformation Rule,Target System Name ,Target Object Name ,Target Field Name,Target Field Data Type,Target Field Description,Default Value in Target,Mandatory,Comment
v1.2,DRIVER,ACTURIS-SDW,,,,,LSM,brdg_driver_group,driver_id,bigint,This key is used to link driver details from dim_driver table against the details mentioned in brdg_driver_group table.,,,
v1.2,DRIVER,ACTURIS-SDW,,,,,LSM,brdg_driver_group,driver_group_id,bigint,This key is used to link driver group(consist of policy and driver relation) details from dim_driver_group table against the details mentioned in brdg_driver_group table.,,,
v1.2,DRIVER,ACTURIS-SDW,mo_sdw_product_question_answer,mo_prd_ques_ans_description,,"1.Join part table with  policy table on policy_key, part_answer_bridge table on part_key and product_question table on product_question_key 2. Populate when question_text column from product_question table is 'Permitted driver'.",LSM,brdg_driver_group,permitted_driver_flag,varchar(16383),whether a driver is permitted on a policy or not.,,,
v1.2,DRIVER,ACTURIS-SDW,mo_sdw_part,mo_prt_policy_part_status_description,,"When mo_prt_policy_part_status_description values in (
""Deleted by insurer integration"" ,
""Deleted with non-zero rate"", 
""Deleted with non-zero rate on prev policy version"") OR (lifecycle status should be MTA and transaction status is rejected.)
then active flag will be inactive(0) else active(1). ",LSM,brdg_driver_group,active_flag,varchar(3),This flag indicates active drivers on a policy including drivers in the pool.,,,
v1.2,DRIVER,ACTURIS-SDW,mo_sdw_policy,mo_plc_business_event_description,,When mo_plc_business_event_description is  'TMTA' then 'Yes' else 'No'.,LSM,brdg_driver_group,temp_driver_flag,varchar(3),Temporary driver on a policy.,,,
v1.2,DRIVER,ACTURIS-SDW,mo_sdw_policy,mo_plc_business_event_description,,When mo_plc_business_event_description is  'TMTA' and mo_plc_policy_status_description = 'Live' then 'Yes' else 'No'.,LSM,brdg_driver_group,rejected_temp_driver_flag,varchar(3),Flag to indicate if a temporary drivers gets rejected from a policy.,,,
v1.2,DRIVER,ACTURIS-SDW,mo_sdw_policy,mo_plc_business_event_description,,When mo_plc_business_event_description is  'MTA' and mo_plc_policy_status_description = 'Live' then 'Yes' else 'No'.,LSM,brdg_driver_group,rejected_perm_driver_flag,varchar(3),Flag to indicate if a permanent drivers gets rejected from a policy.,,,
v1.2,DRIVER,ACTURIS-SDW,,,,,LSM,brdg_driver_group,current_driver_flag,integer,"This flag is used to identify current record if driver name has changed in a same day , we had cases where driver name has changed which creates two driver ids for same driver.",,,
v1.1,DRIVER,ACTURIS-SDW,mo_sdw_product_question_answer,mo_prd_ques_ans_description,,"1.Join part table with  policy table on policy_key, part_answer_bridge table on part_key,left join product_question_answer table on answer_keyand product_question table on product_question_key 2. Populate details from description column of product_question_answer table  when question_text column from product_question table is 'is the driver the hirer'.",LSM,brdg_driver_group,driver_hirer_flag,integer,Flag to indicate whether a driver associated to policy is the hirer or not.,,,
v1.2,DRIVER,ACTURIS-SDW,mo_sdw_part,mo_prt_original_policy_part_key,,Direct mapping,LSM,brdg_driver_group,original_event_key,varchar(16383),This source key to determine original event of the driver on a policy.,,,
v1.1,DRIVER,ACTURIS-SDW,mo_sdw_product_question_answer,mo_prd_ques_ans_description,,"1.Join part table with  policy table on policy_key, part_answer_bridge table on part_key,left join product_question_answer table on answer_keyand product_question table on product_question_key 2. Populate details from description column of product_question_answer table  when question_text column from product_question table is  'Special terms excess flag'.",LSM,brdg_driver_group,driver_special_term_excess_flag,varchar(16383),Flag to identify if a driver has special term against it.,,,
v1.2,DRIVER,ACTURIS-SDW,,,,"Derived column by concating driver_date_of_birth, driver_surname, driver_first_name, driving_licence_number, test_passed_date.",LSM,brdg_driver_group,driver_key_ref,varchar(300),"It is hash Key derived on driver first name last name and DL as there is no key in source to identify a driver. For example a driver's name is John Smith as first record, JS as second record and both are same driver then ref driver_key_ref is different.",,,why it is required we will get this from driver_id
v1.2,DRIVER,ACTURIS-SDW,mo_sdw_policy,mo_plc_created_time_key,,"When driver_active_flag  is 'No' Then nvl(int_po.original_mo_plc_created_time_key, int_po.mo_plc_created_time_key) else null end",LSM,brdg_driver_group,driver_detached_date,timestamp,Date on which driver removed from the policy under lifecycle as MTA or TMTA.,,,
v1.2,DRIVER,ACTURIS-SDW,mo_sdw_policy,mo_plc_effective_date_key,,Direct mapping,LSM,brdg_driver_group,driver_start_date,timestamp,Date on which driver started on policy.,,,
v1.2,DRIVER,ACTURIS-SDW,mo_sdw_policy,mo_plc_term_end_date_key,,Direct mapping,LSM,brdg_driver_group,driver_end_date,timestamp,Date on which driver ended on policy.,,,
v1.2,DRIVER,ACTURIS-SDW,mo_sdw_policy,mo_plc_created_time_key,,Direct mapping,LSM,brdg_driver_group,drn_transaction_date,timestamp,Date on which the action happened on policy.,,,
v1.2,DRIVER,ACTURIS-SDW,mo_sdw_policy,mo_plc_created_time_key,,Min value for mo_plc_created_time_key taking partition over by original_part_key.,LSM,brdg_driver_group,drn_creation_date,timestamp,Date on which drn is created or the first version is created.,,,
v1.1,DRIVER,ACTURIS-SDW,mo_sdw_product_question_answer,mo_prd_ques_ans_description,,"1.Join part table with  policy table on policy_key, part_answer_bridge table on part_key,left join product_question_answer table on answer_keyand product_question table on product_question_key 2. Populate details from description column of product_question_answer table  when question_text column from product_question table is  'Special terms excess amount'.",LSM,brdg_driver_group,driver_special_term_excess,varchar(16383),It is an additional amount applied to claims involving specific drivers in an insurance policy.,,,
v1.2,DRIVER,ACTURIS-SDW,,,,,LSM,brdg_driver_group,drn,varchar(300),This is same as driver_key_ref logic but this is derived based on the first driver version data.,,,
v1.2,DRIVER,ACTURIS-SDW,mo_sdw_policy,"mo_plc_insurer_policy_no, mo_plc_created_time_key",,Concat policy_number and mo_plc_created_time_key.,LSM,brdg_driver_group,business_key,varchar(16397),Technical column which has source business keys and it is unique for all the records.,,,
,DRIVER,ACTURIS-SDW,mo_sdw_product_question_answer,mo_prd_ques_ans_description,,"1.Join part table with  policy table on policy_key, part_answer_bridge table on part_key,left join product_question_answer table on answer_keyand product_question table on product_question_key 2. Populate details from description column of product_question_answer table  when question_text column from product_question table is  'Does the driver live at the same address as the hirer'.",LSM,brdg_driver_group,does_driver_address_same_as_hirer,,,,,
Version,Segment,Sysytem Source ,Source Object Name (Curated),Source Field Name,Source Field Data Type,Transformation Rule,Target System Name ,Target Object Name ,Target Field Name,Target Field Data Type,Target Field Description,Default Value in Target,Mandatory,Comment
v1.1,ADDRESS,ACTURIS-SDW,,,,,LSM,dim_address,address_id,bigint,"Primary Key for dim_address, this column contains unique autogenerated values.",,,
v1.1,ADDRESS,ACTURIS-SDW,mo_sdw_address_pii,mo_adrs_pii_address_line_1,,Direct mapping,LSM,dim_address,address_line_1       ,varchar,"It refers to the first line of an individual's or entity's address, providing the primary location information.",,Yes,
v1.1,ADDRESS,ACTURIS-SDW,mo_sdw_address_pii,mo_adrs_pii_address_line_2,,Direct mapping,LSM,dim_address,address_line_2       ,varchar,"It refers to the second line of an individual's or entity's address, providing the primary location information.",,,
v1.1,ADDRESS,ACTURIS-SDW,mo_sdw_address_pii,mo_adrs_pii_address_line_3,,Direct mapping,LSM,dim_address,address_line_3      ,varchar,"It refers to the third line of an individual's or entity's address, providing the primary location information.",,,
v1.1,ADDRESS,ACTURIS-SDW,mo_sdw_address,mo_adrs_postcode_1,,concat ( mo_adrs_postcode_1 + mo_adrs_postcode_2),LSM,dim_address,postcode,varchar,It is an alphanumeric code identifying a specific geographical area,,N,
v1.1,ADDRESS,ACTURIS-SDW,mo_sdw_address,mo_adrs_postcode_2,,concat ( mo_adrs_postcode_1 + mo_adrs_postcode_2),LSM,dim_address,postcode,varchar,It is an alphanumeric code identifying a specific geographical area,,N,
v1.1,ADDRESS,ACTURIS-SDW,mo_sdw_address,mo_adrs_city,,Direct mapping,LSM,dim_address,city,varchar,The city in an address identifies the specific urban area of the location.,,,
v1.1,ADDRESS,ACTURIS-SDW,mo_sdw_address,mo_adrs_county,,Direct mapping,LSM,dim_address,county,varchar,It refers to a geographical and administrative division of a country,,,
v1.1,ADDRESS,ACTURIS-SDW,mo_sdw_address,mo_adrs_country,,Direct mapping,LSM,dim_address,country,varchar,"It refers to a distinct geographical region typically characterized by its own government, borders,etc.",,,
v1.1,ADDRESS,ACTURIS-SDW,,,,concat (address_line_1 + address_line_2 + address_line_3 + postcode_1 + postcode_2 + city),LSM,dim_address,business_key,varchar,Technical column which has source business keys and it is unique for all the records.,,,
v1.1,ADDRESS,ACTURIS-SDW,,UNION,,,LSM,,,,,,,
v1.1,ADDRESS,ACTURIS-SDW,,,,,LSM,dim_address,address_id,bigint,"Primary Key for dim_address, this column contains unique autogenerated values.",,,
v1.1,ADDRESS,ACTURIS-SDW,mo_sdw_part_address_pii,mo_prt_adrs_pii_address_line_1,,Direct mapping,LSM,dim_address,address_line_1       ,varchar,"It refers to the first line of an individual's or entity's address, providing the primary location information.",,,
v1.1,ADDRESS,ACTURIS-SDW,mo_sdw_part_address_pii,mo_prt_adrs_pii_address_line_2,,Direct mapping,LSM,dim_address,address_line_2,varchar,"It refers to the second line of an individual's or entity's address, providing the primary location information.",,,
v1.1,ADDRESS,ACTURIS-SDW,mo_sdw_part_address_pii,mo_prt_adrs_pii_address_line_3,,Direct mapping,LSM,dim_address,address_line_3,varchar,"It refers to the third line of an individual's or entity's address, providing the primary location information.",,,
v1.1,ADDRESS,ACTURIS-SDW,mo_sdw_part_answer_bridge,mo_prt_ans_brd_answer_text,,"1.Join part address, part_answer_bridge table on part_address_key and product_question table on product_question_key and product_answer table on answer_key 2. Populate when question_text column from product_question table is  'Proposer type'.",LSM,dim_address,postcode,varchar,It is an alphanumeric code identifying a specific geographical area,,N,
v1.2,ADDRESS,ACTURIS-SDW,mo_sdw_part_address,mo_prt_adrs_city,,Direct mapping,LSM,dim_address,city,varchar,The city in an address identifies the specific urban area of the location.,,,
v1.1,ADDRESS,ACTURIS-SDW,mo_sdw_part_address,mo_prt_adrs_county,,Direct mapping,LSM,dim_address,county,varchar,It refers to a geographical and administrative division of a country,,,
v1.1,ADDRESS,ACTURIS-SDW,mo_sdw_part_address,mo_prt_adrs_country,,Direct mapping,LSM,dim_address,country,varchar,"It refers to a distinct geographical region typically characterized by its own government, borders,etc.",,,
v1.2,ADDRESS,ACTURIS-SDW,,,,concat (address_line_1 + address_line_2 + address_line_3 + city ),LSM,dim_address,business_key,varchar,Technical column which has source business keys and it is unique for all the records.,,,
Version,Segment,Sysytem Source ,Source Object Name (Curated),Source Field Name,Source Field Data Type,Transformation Rule,Target System Name ,Target Object Name ,Target Field Name,Target Field Data Type,Target Field Description,Default Value in Target,Mandatory,Comment
v1.1,PARTY,ACTURIS-SDW, , , , ,LSM,dim_party,party_id,bigint,"Primary Key for dim_party, this column contains unique autogenerated values.", , , 
v1.1,PARTY,ACTURIS-SDW,mo_sdw_contact_reprt_answer,answer_text, ,"1. join client table  with contact_reprt_fields_up crf on client_key, contact_reprt_fields_up crf  with contact_reprt_question on contact_reprt_question_key  and contact_reprt_question with contact_reprt_answer table on contact_reprt_question_key 2. Populate when question_text column from contact_reprt_question table is 'migrated'.",LSM,dim_party,migrated_flag,varchar(16383),Whether a policyholder's data has been transferred from one system to another within an company., ,Yes,
v1.1,PARTY,ACTURIS-SDW,mo_sdw_contact_reprt_answer,answer_text, ,"1. join client table  with contact_reprt_fields_up crf on client_key, contact_reprt_fields_up crf  with contact_reprt_question on contact_reprt_question_key  and contact_reprt_question with contact_reprt_answer table on contact_reprt_question_key 2. Populate when question_text column from contact_reprt_question table is 'Customer Suspended'.",LSM,dim_party,barred_flag,varchar(16383),"It indicates temporary restriction of account or access by the insurance company, often due to non-compliance or pending issues.", ,Yes,
v1.2,PARTY,ACTURIS-SDW,mo_sdw_contact_reprt_answer,answer_text, ,"1. join client table  with contact_reprt_fields_up crf on client_key, contact_reprt_fields_up crf  with contact_reprt_question on contact_reprt_question_key  and contact_reprt_question with contact_reprt_answer table on contact_reprt_question_key 2. Populate when question_text column from contact_reprt_question table is 'Special Terms Agreed'.",,dim_party,special_terms_agreed_flag,varchar(16383),Whether customer agreement on additional terms outside standard policy provisions,,,
v1.2,PARTY,ACTURIS-SDW,mo_sdw_contact_reprt_answer,answer_text, ,"1. join client table  with contact_reprt_fields_up crf on client_key, contact_reprt_fields_up crf  with contact_reprt_question on contact_reprt_question_key  and contact_reprt_question with contact_reprt_answer table on contact_reprt_question_key 2. Populate when question_text column from contact_reprt_question table is 'Has Customer Appealed?'.",,dim_party,special_terms_appealed_flag,varchar(16383),"It refers to specific conditions that have been contested by a policyholder or another party, often through an appeal process seeking clarification or modification.",,,
v1.2,PARTY,ACTURIS-SDW,mo_sdw_contact_reprt_answer,answer_text, ,"1. join client table  with contact_reprt_fields_up crf on client_key, contact_reprt_fields_up crf  with contact_reprt_question on contact_reprt_question_key  and contact_reprt_question with contact_reprt_answer table on contact_reprt_question_key 2. Populate when question_text column from contact_reprt_question table is 'Was Appeal Upheld?'.",,dim_party,special_terms_appeal_upheld_flag,varchar(16383),It means the contested condition for a policyholder has been confirmed valid after review.,,,
v1.2,PARTY,ACTURIS-SDW,mo_sdw_contact_reprt_answer,answer_text, ,"1. join client table  with contact_reprt_fields_up crf on client_key, contact_reprt_fields_up crf  with contact_reprt_question on contact_reprt_question_key  and contact_reprt_question with contact_reprt_answer table on contact_reprt_question_key 2. Populate when question_text column from contact_reprt_question table is 'Special Terms Applied'.",,dim_party,special_terms_applied_flag,varchar(16383),It refers to specific conditions or provisions that are applied uniquely or differently from the standard terms for a policyholder.,,,
v1.2,PARTY,ACTURIS-SDW,mo_sdw_contact_reprt_answer,answer_text,,"1. join client table  with contact_reprt_fields_up crf on client_key, contact_reprt_fields_up crf  with contact_reprt_question on contact_reprt_question_key  and contact_reprt_question with contact_reprt_answer table on contact_reprt_question_key 2. Populate when question_text column from contact_reprt_question table is 'Prevent Customer Amendments'.",,dim_party,customer_amendment_flag,varchar(16383),It restricts policyholder from making changes to their account or policy details without authorization.,,,
v1.3,PARTY,ACTURIS-SDW,mo_sdw_contact_reprt_answer,answer_text,,"1. join client table  with contact_reprt_fields_up crf on client_key, contact_reprt_fields_up crf  with contact_reprt_question on contact_reprt_question_key  and contact_reprt_question with contact_reprt_answer table on contact_reprt_question_key 2. Populate when question_text column from contact_reprt_question table is 'Vulnerability(Health)'.",,dim_party,vulnerability_health_flag,varchar(16383),It indicates health-related vulnerabilities or conditions affecting insurance coverage or premiums for a policyholder.,,,
v1.3,PARTY,ACTURIS-SDW,mo_sdw_contact_reprt_answer,answer_text,,"1. join client table  with contact_reprt_fields_up crf on client_key, contact_reprt_fields_up crf  with contact_reprt_question on contact_reprt_question_key  and contact_reprt_question with contact_reprt_answer table on contact_reprt_question_key 2. Populate when question_text column from contact_reprt_question table is 'Vulnerability(Financial Resilience)'.",,dim_party,vulnerability_financial_resilience_flag,varchar(16383),"It identifies policyholder with limited financial stability, impacting insurance coverage or premium payments for a policyholder.",,,
v1.3,PARTY,ACTURIS-SDW,mo_sdw_contact_reprt_answer,answer_text,,"1. join client table  with contact_reprt_fields_up crf on client_key, contact_reprt_fields_up crf  with contact_reprt_question on contact_reprt_question_key  and contact_reprt_question with contact_reprt_answer table on contact_reprt_question_key 2. Populate when question_text column from contact_reprt_question table is 'Vulnerability(Financial Capacity)'.",,dim_party,vulnerability_financial_capacity_flag,varchar(16383),It identifies policyholder with limited financial resources that may impact their ability to meet insurance premium obligations.,,,
v1.3,PARTY,ACTURIS-SDW,mo_sdw_contact_reprt_answer,answer_text,,"1. join client table  with contact_reprt_fields_up crf on client_key, contact_reprt_fields_up crf  with contact_reprt_question on contact_reprt_question_key  and contact_reprt_question with contact_reprt_answer table on contact_reprt_question_key 2. Populate when question_text column from contact_reprt_question table is 'Vulnerability(Life Event)'.",,dim_party,vulnerability_life_event_flag,varchar(16383),It indicates policyholder who have experienced significant life events that could affect their insurance needs or financial situation.,,,
v1.3,PARTY,ACTURIS-SDW,mo_sdw_contact_reprt_answer,answer_text,,"1. join client table  with contact_reprt_fields_up crf on client_key, contact_reprt_fields_up crf  with contact_reprt_question on contact_reprt_question_key  and contact_reprt_question with contact_reprt_answer table on contact_reprt_question_key 2. Populate when question_text column from contact_reprt_question table is 'Vulnerability Information Shared with Motability'.",,dim_party,vulnerability_info_shared_with_mo_flag,varchar(16383),It indicates if vulnerable customer information has been shared within the organization for appropriate management and support.,,,
v1.3,PARTY,ACTURIS-SDW,mo_sdw_contact_people,mo_cntct_ppl_row_active_key,,"Values has been changed from 1,2 to Yes or No in LSm.",,dim_party,row_active_flag,varchar(3),Active flag to determine the latest record of the customer.,,,
v1.3,PARTY,ACTURIS-SDW,mo_sdw_client,mo_clnt_client_key,,Direct mapping,,dim_party,src_client_key,bigint,Source unique column used for reporting.,,,
v1.3,PARTY,ACTURIS-SDW,mo_sdw_contact_people,mo_cntct_ppl_row_active_key,,Direct Mapping,,dim_party,row_active_key,integer,Active row key values directly from source.,,,
v1.3,PARTY,ACTURIS-SDW,mo_sdw_client,mo_clnt_client_key,,Direct mapping,,dim_party,unique_key,varchar(16404),,,,Why we have same keys repeated?
v1.3,PARTY,ACTURIS-SDW,"mo_sdw_client, mo_sdw_contact_people","mo_clnt_pii_name, mo_clnt_pii_first_name, mo_clnt_company_reg_no, mo_clnt_old_contact_ref", ,Contact all the mentioned fields., ,dim_party,business_key,varchar(65535),Technical column which has source business keys and it is unique for all the records., , , 
v1.4,PARTY,ACTURIS-SDW,mo_sdw_client_additional_detail,mo_cadu_answer_text,,1. join mo_sdw_client_additional_detail and mo_sdw_contact_add_det_question on mo_sdw_cadq_contact_add_det_question_key  =  mo_cadu_contact_add_det_question_key where mo_sdw_cadq_question_text = 'Vulnerability Start Date',,dim_party,vulnerability_start_date,varchar(16383),Date on which the policyholder's vulnerability started.,,,
v1.4,PARTY,ACTURIS-SDW,mo_sdw_client_additional_detail,mo_cadu_answer_text,,1. join mo_sdw_client_additional_detail and mo_sdw_contact_add_det_question on mo_sdw_cadq_contact_add_det_question_key  =  mo_cadu_contact_add_det_question_key where mo_sdw_cadq_question_text = 'Vulnerability End Date',,dim_party,vulnerability_end_date,varchar(16383),Date on which the policyholder's vulnerability ended.,,,
v1.4,PARTY,ACTURIS-SDW,mo_sdw_client_additional_detail,mo_cadu_answer_text,,1. join mo_sdw_client_additional_detail and mo_sdw_contact_add_det_question on mo_sdw_cadq_contact_add_det_question_key  =  mo_cadu_contact_add_det_question_key where mo_sdw_cadq_question_text = 'Digital block date',,dim_party,digital_block_date,timestamp,Date on which digital block is added for a policyholder.,,,
v1.4,PARTY,ACTURIS-SDW,mo_sdw_client_additional_detail,mo_cadu_answer_text,,1. join mo_sdw_client_additional_detail and mo_sdw_contact_add_det_question on mo_sdw_cadq_contact_add_det_question_key  =  mo_cadu_contact_add_det_question_key where mo_sdw_cadq_question_text = 'Digital block time stamp',,dim_party,digital_block_timestamp,timestamp,Time on which digital block is added for a policyholder.,,,
v1.3,PARTY,ACTURIS-SDW,mo_sdw_client,mo_clnt_created_date_key,,Direct mapping,,dim_party,created_date,timestamp,Date and time on which policyholder created through a policy.,,,
v1.3,PARTY,ACTURIS-SDW,,,,,,dim_party,source_updated_time,timestamp,,,,Source missing
v1.1,PARTY,ACTURIS-SDW,mo_sdw_client_pii,mo_clnt_pii_name, ,Direct Mapping, ,dim_party,company_name,varchar(16383),Name of the company if the policy belongs to company., ,No,
v1.1,PARTY,ACTURIS-SDW,mo_sdw_client_pii,mo_clnt_pii_first_name, ,Direct Mapping, ,dim_party,first_name,varchar(16383),First Name of the customer who holds the policy either individual or company., ,No,
v1.1,PARTY,ACTURIS-SDW,mo_sdw_client_pii,mo_clnt_pii_name, ,Direct Mapping, ,dim_party,last_name,varchar(16383),Last Name of the individual policy holder., ,No,
v1.1,PARTY,ACTURIS-SDW,mo_sdw_contact_people_pii,mo_cntct_ppl_pii_name, ,Direct Mapping, ,dim_party,company_name,varchar(16383),Name of the company if the policy belongs to company., ,No,
v1.1,PARTY,ACTURIS-SDW,mo_sdw_contact_people_pii,mo_cntct_ppl_pii_first_name, ,Direct Mapping, ,dim_party,first_name,varchar(16383),First Name of the customer who holds the policy either individual or company., ,No,
v1.1,PARTY,ACTURIS-SDW,mo_sdw_contact_people_pii,mo_cntct_ppl_pii_name, ,Direct Mapping, ,dim_party,last_name,varchar(16383),Last Name of the individual policy holder., ,No,
v1.1,PARTY,ACTURIS-SDW,mo_sdw_contact_people,mo_cntct_ppl_initials, ,Direct Mapping, ,dim_party,initials,varchar(16383),Initials of the Policyholder (if mentioned)., , ,
v1.1,PARTY,ACTURIS-SDW,mo_sdw_contact_people,mo_cntct_ppl_gender_key, ,Direct Mapping, ,dim_party,gender,varchar(16383),Gender of policyholder., , ,
v1.1,PARTY,ACTURIS-SDW,mo_sdw_contact_people,mo_cntct_ppl_title_key, ,Direct Mapping, ,dim_party,title,varchar(16383),Title of policyholder., ,No,
v1.1,PARTY,ACTURIS-SDW,mo_sdw_contact_people,mo_cntct_ppl_other_title, ,Direct Mapping, ,dim_party,other_title,varchar(16383),Other title (if any)., , ,do we mean policy holder other title?
v1.1,PARTY,ACTURIS-SDW,mo_sdw_contact_people,mo_cntct_ppl_salutation, ,Direct Mapping, ,dim_party,salutation,varchar(16383),Salutation of policyholder (if any)., , ,
v1.1,PARTY,ACTURIS-SDW,mo_sdw_contact_people,mo_cntct_ppl_suffix, ,Direct Mapping, ,dim_party,suffix,varchar(16383),Suffix of policyholder (if any)., , ,
v1.1,PARTY,ACTURIS-SDW,mo_sdw_contact_people,mo_cntct_ppl_nationality_key, ,Direct Mapping, ,dim_party,nationality,varchar(16383),Nationality of policyholder., , ,
v1.1,PARTY,ACTURIS-SDW,mo_sdw_contact_people,mo_cntct_ppl_dob_date_key, ,Direct Mapping, ,dim_party,dob ,timestamp,Date of birth of policyholder., , ,
v1.1,PARTY,ACTURIS-SDW,mo_sdw_contact_people,mo_cntct_ppl_position, ,Direct Mapping, ,dim_party,position,varchar(16383),Position of policyholder., , ,
v1.1,PARTY,ACTURIS-SDW,mo_sdw_contact_people,mo_cntct_ppl_preferred_comm_type, ,Direct Mapping, ,dim_party,preferred_comm_type,varchar(16383),"Preferred Communication type for example home, work, email, etc.", , ,
v1.1,PARTY,ACTURIS-SDW,mo_sdw_contact_people,mo_cntct_ppl_mobile, ,Direct Mapping, ,dim_party,mobile,varchar(16383),Mobile Number of policyholder., , ,
v1.1,PARTY,ACTURIS-SDW,mo_sdw_contact_people_pii,mo_cntct_ppl_pii_home_phone, ,Direct Mapping, ,dim_party,home_phone,varchar(16383),Home phone of policyholder., , ,
v1.1,PARTY,ACTURIS-SDW,mo_sdw_contact_people_pii,mo_cntct_ppl_pii_work_phone, ,Direct Mapping, ,dim_party,work_phone,varchar(16383),Work phone of policyholder., , ,
v1.1,PARTY,ACTURIS-SDW,mo_sdw_contact_people_pii,mo_cntct_ppl_pii_email, ,Direct Mapping, ,dim_party,email,varchar(16383),Email Id of policyholder., , ,
v1.1,PARTY,ACTURIS-SDW,mo_sdw_contact_people,mo_cntct_ppl_fax, ,Direct Mapping, ,dim_party,fax,varchar(16383),Fax Number of policyholder., , ,
v1.1,PARTY,ACTURIS-SDW,mo_sdw_contact_people,mo_cntct_ppl_face_to_face, ,Direct Mapping, ,dim_party,face_to_face,varchar(16383),Policyholder face to face communication (if happened)., , ,
v1.1,PARTY,ACTURIS-SDW,mo_sdw_contact_people,mo_cntct_ppl_letters, ,Direct Mapping, ,dim_party,letters,varchar(16383),Policyholder sends the letter send to communicate., , ,
v1.1,PARTY,ACTURIS-SDW,mo_sdw_contact_people,mo_cntct_ppl_other, ,Direct Mapping, ,dim_party,other,varchar(16383),Other way of communication (if any)., , ,
v1.1,PARTY,ACTURIS-SDW,mo_sdw_contact_people,mo_cntct_ppl_driving_licence_number, ,Direct Mapping, ,dim_party,driving_licence_number,varchar(16383),Driving licence number of policyholder., , ,
v1.1,PARTY,ACTURIS-SDW,mo_sdw_contact_people,mo_cntct_ppl_passport_number, ,Direct Mapping, ,dim_party,passport_number,varchar(16383),Passport number of policyholder., , ,
v1.1,PARTY,ACTURIS-SDW,mo_sdw_contact_people,mo_cntct_ppl_identity_number, ,Direct Mapping, ,dim_party,identity_number,varchar(16383),Identity number  of policyholder., , ,
v1.1,PARTY,ACTURIS-SDW,mo_sdw_contact_people,mo_cntct_ppl_occupation, ,Direct Mapping, ,dim_party,occupation,varchar(16383),Occupation of policyholder., , ,
v1.1,PARTY,ACTURIS-SDW,mo_sdw_Client,mo_clnt_old_contact_ref, ,Direct Mapping, ,dim_party,CRN,varchar(16383),policyholder Referrence Number generated by Acturis., , ,
v1.1,PARTY,ACTURIS-SDW,mo_sdw_client,mo_clnt_client_type, ,Direct Mapping, ,dim_party,party_type,varchar(16383),policyholder type which is individual or company., , ,
v1.1,PARTY,ACTURIS-SDW,mo_sdw_client,mo_clnt_client_status, ,Direct Mapping, ,dim_party,party_status,varchar(16383),"Status of policyholder live lapsed, etc.", , ,
v1.1,PARTY,ACTURIS-SDW,mo_sdw_client,mo_clnt_company_type, ,Direct Mapping, ,dim_party,company_type,varchar(16383),"Type of company pvt, limited, etc.", , ,
v1.1,PARTY,ACTURIS-SDW,mo_sdw_Client,mo_clnt_company_reg_no, ,Direct Mapping, ,dim_party,company_reg_no,varchar(16383),Company's registration number., , ,
v1.1,PARTY,ACTURIS-SDW,mo_sdw_Client,mo_clnt_vat_reg_no, ,Direct Mapping, ,dim_party,vat_reg_no,varchar(16383),Vat registration number., , ,whose VAT no. is this?
v1.1,PARTY,ACTURIS-SDW,mo_sdw_Client,mo_clnt_trading_name, ,Direct Mapping, ,dim_party,trading_name,varchar(16383),Trading name of company (if any)., , ,
